"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	119	430441	27.646
	"Massachusetts"	"25"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	20	355159	5.631
	"Massachusetts"	"25"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	20	328114	6.095
	"Massachusetts"	"25"	"2009"	"2009"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	12	381301	Unreliable
	"Massachusetts"	"25"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	48	387730	12.380
	"Massachusetts"	"25"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	36	341716	10.535
	"Massachusetts"	"25"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	116	337140	34.407
	"Massachusetts"	"25"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	34	389180	8.736
	"Massachusetts"	"25"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	97	374096	25.929
	"Massachusetts"	"25"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	60	454652	13.197
	"Massachusetts"	"25"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	110	434006	25.345
	"Massachusetts"	"25"	"2009"	"2009"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	28	367010	7.629
	"Massachusetts"	"25"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	34	339038	10.028
	"Massachusetts"	"25"	"2010"	"2010"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	15	380817	Unreliable
	"Massachusetts"	"25"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	40	386434	10.351
	"Massachusetts"	"25"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	33	344347	9.583
	"Massachusetts"	"25"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	107	340811	31.396
	"Massachusetts"	"25"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	45	379547	11.856
	"Massachusetts"	"25"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	85	363989	23.352
	"Massachusetts"	"25"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	43	455562	9.439
	"Massachusetts"	"25"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	81	435304	18.608
	"Massachusetts"	"25"	"2010"	"2010"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	22	376815	5.838
	"Massachusetts"	"25"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	40	348708	11.471
	"Massachusetts"	"25"	"2011"	"2011"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	11	378574	Unreliable
	"Massachusetts"	"25"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	56	385146	14.540
	"Massachusetts"	"25"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	38	352431	10.782
	"Massachusetts"	"25"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	138	350483	39.374
	"Massachusetts"	"25"	"2011"	"2011"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	52	366857	14.174
	"Massachusetts"	"25"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	99	352744	28.066
	"Massachusetts"	"25"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	66	451947	14.603
	"Massachusetts"	"25"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	92	432647	21.264
	"Massachusetts"	"25"	"2011"	"2011"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	22	391780	5.615
	"Massachusetts"	"25"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	50	362753	13.783
	"Massachusetts"	"25"	"2012"	"2012"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	18	377389	Unreliable
	"Massachusetts"	"25"	"2012"	"2012"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	34	385251	8.825
	"Massachusetts"	"25"	"2012"	"2012"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	56	360581	15.530
	"Massachusetts"	"25"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	127	358696	35.406
	"Massachusetts"	"25"	"2012"	"2012"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	49	358509	13.668
	"Massachusetts"	"25"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	111	345625	32.116
	"Massachusetts"	"25"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	61	447780	13.623
	"Massachusetts"	"25"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	125	428824	29.149
	"Massachusetts"	"25"	"2012"	"2012"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	16	395789	Unreliable
	"Massachusetts"	"25"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	49	366105	13.384
	"Massachusetts"	"25"	"2013"	"2013"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	17	378129	Unreliable
	"Massachusetts"	"25"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	55	383928	14.326
	"Massachusetts"	"25"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	66	367041	17.982
	"Massachusetts"	"25"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	171	366496	46.658
	"Massachusetts"	"25"	"2013"	"2013"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	59	350640	16.826
	"Massachusetts"	"25"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	144	338939	42.486
	"Massachusetts"	"25"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	82	441384	18.578
	"Massachusetts"	"25"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	154	422147	36.480
	"Massachusetts"	"25"	"2013"	"2013"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	25	401212	6.231
	"Massachusetts"	"25"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	59	372387	15.844
	"Massachusetts"	"25"	"2014"	"2014"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	25	379083	6.595
	"Massachusetts"	"25"	"2014"	"2014"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	77	383835	20.061
	"Massachusetts"	"25"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	67	370895	18.064
	"Massachusetts"	"25"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	261	371479	70.260
	"Massachusetts"	"25"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	83	344659	24.082
	"Massachusetts"	"25"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	171	333512	51.273
	"Massachusetts"	"25"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	78	433952	17.974
	"Massachusetts"	"25"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	185	414990	44.579
	"Massachusetts"	"25"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	42	407579	10.305
	"Massachusetts"	"25"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	77	378694	20.333
	"Michigan"	"26"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	19	560159	Unreliable
	"Michigan"	"26"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	25	677568	3.690
	"Michigan"	"26"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	18	564986	Unreliable
	"Michigan"	"26"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	25	549834	4.547
	"Michigan"	"26"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	15	669249	Unreliable
	"Michigan"	"26"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	40	673219	5.942
	"Michigan"	"26"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	18	80166	Unreliable
	"Michigan"	"26"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	29	580953	4.992
	"Michigan"	"26"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	10	573528	Unreliable
	"Michigan"	"26"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	18	532807	Unreliable
	"Michigan"	"26"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	10	657613	Unreliable
	"Michigan"	"26"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	38	662872	5.733
	"Michigan"	"26"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	12	99736	Unreliable
	"Michigan"	"26"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	15	605273	Unreliable
	"Michigan"	"26"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	16	83712	Unreliable
	"Michigan"	"26"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	30	604169	4.965
	"Michigan"	"26"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	15	579576	Unreliable
	"Michigan"	"26"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	10	505694	Unreliable
	"Michigan"	"26"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	23	521791	4.408
	"Michigan"	"26"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	22	643230	3.420
	"Michigan"	"26"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	44	648994	6.780
	"Michigan"	"26"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	17	85714	Unreliable
	"Michigan"	"26"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	35	609365	5.744
	"Michigan"	"26"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	11	585248	Unreliable
	"Michigan"	"26"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	15	497002	Unreliable
	"Michigan"	"26"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	17	513054	Unreliable
	"Michigan"	"26"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	22	627354	3.507
	"Michigan"	"26"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	42	633829	6.626
	"Michigan"	"26"	"2003"	"2003"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	29	622314	4.660
	"Michigan"	"26"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	15	87456	Unreliable
	"Michigan"	"26"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	43	619265	6.944
	"Michigan"	"26"	"2003"	"2003"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	10	431847	Unreliable
	"Michigan"	"26"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	32	585735	5.463
	"Michigan"	"26"	"2004"	"2004"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	15	488851	Unreliable
	"Michigan"	"26"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	40	504002	7.936
	"Michigan"	"26"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	28	613063	4.567
	"Michigan"	"26"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	67	620313	10.801
	"Michigan"	"26"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	12	104651	Unreliable
	"Michigan"	"26"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	30	631702	4.749
	"Michigan"	"26"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	13	88607	Unreliable
	"Michigan"	"26"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	59	628105	9.393
	"Michigan"	"26"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	37	586520	6.308
	"Michigan"	"26"	"2005"	"2005"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	26	481066	5.405
	"Michigan"	"26"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	57	494478	11.527
	"Michigan"	"26"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	10	109738	Unreliable
	"Michigan"	"26"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	40	599450	6.673
	"Michigan"	"26"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	74	607124	12.189
	"Michigan"	"26"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	41	640066	6.406
	"Michigan"	"26"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	26	89389	29.086
	"Michigan"	"26"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	85	635259	13.380
	"Michigan"	"26"	"2005"	"2005"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	13	466226	Unreliable
	"Michigan"	"26"	"2005"	"2005"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	15	451325	Unreliable
	"Michigan"	"26"	"2006"	"2006"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	11	555680	Unreliable
	"Michigan"	"26"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	56	583336	9.600
	"Michigan"	"26"	"2006"	"2006"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	27	472809	5.711
	"Michigan"	"26"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	92	484392	18.993
	"Michigan"	"26"	"2006"	"2006"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	53	585706	9.049
	"Michigan"	"26"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	83	593349	13.988
	"Michigan"	"26"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	22	105865	20.781
	"Michigan"	"26"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	53	645358	8.212
	"Michigan"	"26"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	30	89911	33.366
	"Michigan"	"26"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	85	640407	13.273
	"Michigan"	"26"	"2006"	"2006"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	24	483395	4.965
	"Michigan"	"26"	"2006"	"2006"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	10	59909	Unreliable
	"Michigan"	"26"	"2007"	"2007"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	12	550749	Unreliable
	"Michigan"	"26"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	49	577068	8.491
	"Michigan"	"26"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	17	465750	Unreliable
	"Michigan"	"26"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	78	477359	16.340
	"Michigan"	"26"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	31	567873	5.459
	"Michigan"	"26"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	78	573521	13.600
	"Michigan"	"26"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	59	647716	9.109
	"Michigan"	"26"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	17	90448	Unreliable
	"Michigan"	"26"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	76	641460	11.848
	"Michigan"	"26"	"2007"	"2007"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	11	498622	Unreliable
	"Michigan"	"26"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	11	62158	Unreliable
	"Michigan"	"26"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	16	484139	Unreliable
	"Michigan"	"26"	"2008"	"2008"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	21	543647	3.863
	"Michigan"	"26"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	46	568823	8.087
	"Michigan"	"26"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	31	461240	6.721
	"Michigan"	"26"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	93	471683	19.717
	"Michigan"	"26"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	47	545648	8.614
	"Michigan"	"26"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	83	550629	15.074
	"Michigan"	"26"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	20	105414	18.973
	"Michigan"	"26"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	69	646794	10.668
	"Michigan"	"26"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	18	90623	Unreliable
	"Michigan"	"26"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	101	639993	15.781
	"Michigan"	"26"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	20	510828	3.915
	"Michigan"	"26"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	19	63793	Unreliable
	"Michigan"	"26"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	30	495395	6.056
	"Michigan"	"26"	"2009"	"2009"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	14	537166	Unreliable
	"Michigan"	"26"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	52	561856	9.255
	"Michigan"	"26"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	41	457560	8.961
	"Michigan"	"26"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	106	467280	22.684
	"Michigan"	"26"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	47	523578	8.977
	"Michigan"	"26"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	13	93115	Unreliable
	"Michigan"	"26"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	103	528078	19.505
	"Michigan"	"26"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	17	104953	Unreliable
	"Michigan"	"26"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	65	644755	10.081
	"Michigan"	"26"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	27	90772	29.745
	"Michigan"	"26"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	118	637161	18.520
	"Michigan"	"26"	"2009"	"2009"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	28	527726	5.306
	"Michigan"	"26"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	25	65943	37.912
	"Michigan"	"26"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	26	512497	5.073
	"Michigan"	"26"	"2010"	"2010"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	15	532575	Unreliable
	"Michigan"	"26"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	62	557026	11.131
	"Michigan"	"26"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	33	456567	7.228
	"Michigan"	"26"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	110	466314	23.589
	"Michigan"	"26"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	38	509991	7.451
	"Michigan"	"26"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	88	513529	17.136
	"Michigan"	"26"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	13	104343	Unreliable
	"Michigan"	"26"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	74	639666	11.569
	"Michigan"	"26"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	13	90569	Unreliable
	"Michigan"	"26"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	105	632188	16.609
	"Michigan"	"26"	"2010"	"2010"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	43	542676	7.924
	"Michigan"	"26"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	21	68370	30.715
	"Michigan"	"26"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	27	526566	5.128
	"Michigan"	"26"	"2011"	"2011"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	24	532036	4.511
	"Michigan"	"26"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	51	556574	9.163
	"Michigan"	"26"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	49	458865	10.679
	"Michigan"	"26"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	106	469645	22.570
	"Michigan"	"26"	"2011"	"2011"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	53	493136	10.748
	"Michigan"	"26"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	97	496922	19.520
	"Michigan"	"26"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	12	103090	Unreliable
	"Michigan"	"26"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	53	625706	8.470
	"Michigan"	"26"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	15	89680	Unreliable
	"Michigan"	"26"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	107	618878	17.289
	"Michigan"	"26"	"2011"	"2011"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	25	565015	4.425
	"Michigan"	"26"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	13	71593	Unreliable
	"Michigan"	"26"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	33	547535	6.027
	"Michigan"	"26"	"2012"	"2012"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	20	530320	3.771
	"Michigan"	"26"	"2012"	"2012"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	53	554496	9.558
	"Michigan"	"26"	"2012"	"2012"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	54	461829	11.693
	"Michigan"	"26"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	110	472961	23.258
	"Michigan"	"26"	"2012"	"2012"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	38	482615	7.874
	"Michigan"	"26"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	76	487532	15.589
	"Michigan"	"26"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	13	101217	Unreliable
	"Michigan"	"26"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	71	611886	11.603
	"Michigan"	"26"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	17	87867	Unreliable
	"Michigan"	"26"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	85	606554	14.014
	"Michigan"	"26"	"2012"	"2012"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	27	572508	4.716
	"Michigan"	"26"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	16	73177	Unreliable
	"Michigan"	"26"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	40	553189	7.231
	"Michigan"	"26"	"2013"	"2013"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	22	529653	4.154
	"Michigan"	"26"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	65	553853	11.736
	"Michigan"	"26"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	59	463843	12.720
