"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"New York"	"36"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	23	19132610	0.120
	"New York"	"36"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	25	19132610	0.131
	"New York"	"36"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	66	19132610	0.345
	"New York"	"36"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	184	19132610	0.962
	"New York"	"36"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	10	19132610	Unreliable
	"New York"	"36"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	57	19132610	0.298
	"New York"	"36"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	103	19132610	0.538
	"New York"	"36"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	13	19132610	Unreliable
	"New York"	"36"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	120	19132610	0.627
	"New York"	"36"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	11	19132610	Unreliable
	"New York"	"36"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other and unspecified narcotics"	"T40.6"	10	19132610	Unreliable
	"New York"	"36"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	87	19104631	0.455
	"New York"	"36"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	106	19104631	0.555
	"New York"	"36"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	149	19104631	0.780
	"New York"	"36"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	60	19104631	0.314
	"New York"	"36"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	220	19104631	1.152
	"New York"	"36"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	16	19104631	Unreliable
	"New York"	"36"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	131	19104631	0.686
	"New York"	"36"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	132	19104631	0.691
	"New York"	"36"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	38	19104631	0.199
	"New York"	"36"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	109	19104631	0.571
	"New York"	"36"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	16	19104631	Unreliable
	"New York"	"36"	"2006"	"2006"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	13	19104631	Unreliable
	"New York"	"36"	"2006"	"2006"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Methadone"	"T40.3"	14	19104631	Unreliable
	"New York"	"36"	"2006"	"2006"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other synthetic narcotics"	"T40.4"	20	19104631	0.105
	"New York"	"36"	"2006"	"2006"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	10	19104631	Unreliable
	"New York"	"36"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	132	19132335	0.690
	"New York"	"36"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	141	19132335	0.737
	"New York"	"36"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	136	19132335	0.711
	"New York"	"36"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	41	19132335	0.214
	"New York"	"36"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	113	19132335	0.591
	"New York"	"36"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	49	19132335	0.256
	"New York"	"36"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	165	19132335	0.862
	"New York"	"36"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	128	19132335	0.669
	"New York"	"36"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	27	19132335	0.141
	"New York"	"36"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	70	19132335	0.366
	"New York"	"36"	"2007"	"2007"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	14	19132335	Unreliable
	"New York"	"36"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	45	19132335	0.235
	"New York"	"36"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	13	19132335	Unreliable
	"New York"	"36"	"2007"	"2007"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Heroin"	"T40.1"	12	19132335	Unreliable
	"New York"	"36"	"2007"	"2007"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	14	19132335	Unreliable
	"New York"	"36"	"2007"	"2007"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Methadone"	"T40.3"	17	19132335	Unreliable
	"New York"	"36"	"2007"	"2007"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other synthetic narcotics"	"T40.4"	26	19132335	0.136
	"New York"	"36"	"2007"	"2007"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other and unspecified narcotics"	"T40.6"	18	19132335	Unreliable
	"New York"	"36"	"2007"	"2007"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	14	19132335	Unreliable
	"New York"	"36"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	148	19212436	0.770
	"New York"	"36"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	162	19212436	0.843
	"New York"	"36"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	128	19212436	0.666
	"New York"	"36"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	43	19212436	0.224
	"New York"	"36"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	151	19212436	0.786
	"New York"	"36"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	57	19212436	0.297
	"New York"	"36"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	210	19212436	1.093
	"New York"	"36"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	118	19212436	0.614
	"New York"	"36"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	47	19212436	0.245
	"New York"	"36"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	64	19212436	0.333
	"New York"	"36"	"2008"	"2008"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	15	19212436	Unreliable
	"New York"	"36"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	39	19212436	0.203
	"New York"	"36"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Methadone"	"T40.3"	10	19212436	Unreliable
	"New York"	"36"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	13	19212436	Unreliable
	"New York"	"36"	"2008"	"2008"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	22	19212436	0.115
	"New York"	"36"	"2008"	"2008"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Methadone"	"T40.3"	15	19212436	Unreliable
	"New York"	"36"	"2008"	"2008"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other synthetic narcotics"	"T40.4"	14	19212436	Unreliable
	"New York"	"36"	"2008"	"2008"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	18	19212436	Unreliable
	"New York"	"36"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	153	19307066	0.792
	"New York"	"36"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	144	19307066	0.746
	"New York"	"36"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	95	19307066	0.492
	"New York"	"36"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	86	19307066	0.445
	"New York"	"36"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	85	19307066	0.440
	"New York"	"36"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	76	19307066	0.394
	"New York"	"36"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	215	19307066	1.114
	"New York"	"36"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	110	19307066	0.570
	"New York"	"36"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	52	19307066	0.269
	"New York"	"36"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	47	19307066	0.243
	"New York"	"36"	"2009"	"2009"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	17	19307066	Unreliable
	"New York"	"36"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	43	19307066	0.223
	"New York"	"36"	"2009"	"2009"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Heroin"	"T40.1"	18	19307066	Unreliable
	"New York"	"36"	"2009"	"2009"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	16	19307066	Unreliable
	"New York"	"36"	"2009"	"2009"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Methadone"	"T40.3"	17	19307066	Unreliable
	"New York"	"36"	"2009"	"2009"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other synthetic narcotics"	"T40.4"	15	19307066	Unreliable
	"New York"	"36"	"2009"	"2009"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	17	19307066	Unreliable
	"New York"	"36"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	120	19378102	0.619
	"New York"	"36"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	158	19378102	0.815
	"New York"	"36"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	105	19378102	0.542
	"New York"	"36"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	59	19378102	0.304
	"New York"	"36"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	57	19378102	0.294
	"New York"	"36"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	52	19378102	0.268
	"New York"	"36"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	257	19378102	1.326
	"New York"	"36"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	132	19378102	0.681
	"New York"	"36"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	61	19378102	0.315
	"New York"	"36"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	39	19378102	0.201
	"New York"	"36"	"2010"	"2010"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	10	19378102	Unreliable
	"New York"	"36"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	51	19378102	0.263
	"New York"	"36"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	15	19378102	Unreliable
	"New York"	"36"	"2010"	"2010"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Heroin"	"T40.1"	17	19378102	Unreliable
	"New York"	"36"	"2010"	"2010"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	20	19378102	0.103
	"New York"	"36"	"2010"	"2010"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Methadone"	"T40.3"	14	19378102	Unreliable
	"New York"	"36"	"2010"	"2010"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other synthetic narcotics"	"T40.4"	20	19378102	0.103
	"New York"	"36"	"2010"	"2010"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	25	19378102	0.129
	"New York"	"36"	"2010"	"2010"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other synthetic narcotics"	"T40.4"	11	19378102	Unreliable
	"New York"	"36"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	203	19465197	1.043
	"New York"	"36"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	201	19465197	1.033
	"New York"	"36"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	130	19465197	0.668
	"New York"	"36"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	48	19465197	0.247
	"New York"	"36"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	98	19465197	0.503
	"New York"	"36"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	89	19465197	0.457
	"New York"	"36"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	303	19465197	1.557
	"New York"	"36"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	142	19465197	0.730
	"New York"	"36"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	65	19465197	0.334
	"New York"	"36"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	47	19465197	0.241
	"New York"	"36"	"2011"	"2011"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	19	19465197	Unreliable
	"New York"	"36"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	36	19465197	0.185
	"New York"	"36"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	11	19465197	Unreliable
	"New York"	"36"	"2011"	"2011"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Heroin"	"T40.1"	26	19465197	0.134
	"New York"	"36"	"2011"	"2011"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	32	19465197	0.164
	"New York"	"36"	"2011"	"2011"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Methadone"	"T40.3"	12	19465197	Unreliable
	"New York"	"36"	"2011"	"2011"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other synthetic narcotics"	"T40.4"	15	19465197	Unreliable
	"New York"	"36"	"2011"	"2011"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Heroin"	"T40.1"	13	19465197	Unreliable
	"New York"	"36"	"2011"	"2011"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	27	19465197	0.139
	"New York"	"36"	"2011"	"2011"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other synthetic narcotics"	"T40.4"	12	19465197	Unreliable
	"New York"	"36"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	348	19570261	1.778
	"New York"	"36"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	192	19570261	0.981
	"New York"	"36"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	135	19570261	0.690
	"New York"	"36"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	57	19570261	0.291
	"New York"	"36"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	114	19570261	0.583
	"New York"	"36"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	148	19570261	0.756
	"New York"	"36"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	325	19570261	1.661
	"New York"	"36"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	175	19570261	0.894
	"New York"	"36"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	71	19570261	0.363
	"New York"	"36"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	49	19570261	0.250
	"New York"	"36"	"2012"	"2012"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	13	19570261	Unreliable
	"New York"	"36"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	47	19570261	0.240
	"New York"	"36"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	11	19570261	Unreliable
	"New York"	"36"	"2012"	"2012"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Heroin"	"T40.1"	15	19570261	Unreliable
	"New York"	"36"	"2012"	"2012"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	19	19570261	Unreliable
	"New York"	"36"	"2012"	"2012"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other synthetic narcotics"	"T40.4"	16	19570261	Unreliable
	"New York"	"36"	"2012"	"2012"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	20	19570261	0.102
	"New York"	"36"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	468	19651127	2.382
	"New York"	"36"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	249	19651127	1.267
	"New York"	"36"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	96	19651127	0.489
	"New York"	"36"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	108	19651127	0.550
	"New York"	"36"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	107	19651127	0.544
	"New York"	"36"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	165	19651127	0.840
	"New York"	"36"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	279	19651127	1.420
	"New York"	"36"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	148	19651127	0.753
	"New York"	"36"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	68	19651127	0.346
	"New York"	"36"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	58	19651127	0.295
	"New York"	"36"	"2013"	"2013"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	17	19651127	Unreliable
