"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"New Jersey"	"34"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	57	8601402	0.7
	"New Jersey"	"34"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	26	8601402	0.3
	"New Jersey"	"34"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	66	8601402	0.8
	"New Jersey"	"34"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	36	8601402	0.4
	"New Jersey"	"34"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	33	8601402	0.4
	"New Jersey"	"34"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	22	8601402	0.3
	"New Jersey"	"34"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	11	8601402	Unreliable
	"New Jersey"	"34"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	14	8601402	Unreliable
	"New Jersey"	"34"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	94	8634561	1.1
	"New Jersey"	"34"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	54	8634561	0.6
	"New Jersey"	"34"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	21	8634561	0.2
	"New Jersey"	"34"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	49	8634561	0.6
	"New Jersey"	"34"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	21	8634561	0.2
	"New Jersey"	"34"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	20	8634561	0.2
	"New Jersey"	"34"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	26	8634561	0.3
	"New Jersey"	"34"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	14	8634561	Unreliable
	"New Jersey"	"34"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	117	8651974	1.4
	"New Jersey"	"34"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	64	8651974	0.7
	"New Jersey"	"34"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	42	8651974	0.5
	"New Jersey"	"34"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	13	8651974	Unreliable
	"New Jersey"	"34"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	58	8651974	0.7
	"New Jersey"	"34"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	48	8651974	0.6
	"New Jersey"	"34"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	42	8651974	0.5
	"New Jersey"	"34"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	32	8651974	0.4
	"New Jersey"	"34"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	29	8651974	0.3
	"New Jersey"	"34"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	79	8661679	0.9
	"New Jersey"	"34"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	70	8661679	0.8
	"New Jersey"	"34"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	41	8661679	0.5
	"New Jersey"	"34"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	21	8661679	0.2
	"New Jersey"	"34"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	55	8661679	0.6
	"New Jersey"	"34"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	24	8661679	0.3
	"New Jersey"	"34"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	53	8661679	0.6
	"New Jersey"	"34"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	28	8661679	0.3
	"New Jersey"	"34"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	16	8661679	Unreliable
	"New Jersey"	"34"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	87	8677885	1.0
	"New Jersey"	"34"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	67	8677885	0.8
	"New Jersey"	"34"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	48	8677885	0.6
	"New Jersey"	"34"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	10	8677885	Unreliable
	"New Jersey"	"34"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	37	8677885	0.4
	"New Jersey"	"34"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	15	8677885	Unreliable
	"New Jersey"	"34"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	51	8677885	0.6
	"New Jersey"	"34"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	25	8677885	0.3
	"New Jersey"	"34"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	14	8677885	Unreliable
	"New Jersey"	"34"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	90	8711090	1.0
	"New Jersey"	"34"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	65	8711090	0.7
	"New Jersey"	"34"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	32	8711090	0.4
	"New Jersey"	"34"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	39	8711090	0.4
	"New Jersey"	"34"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	23	8711090	0.3
	"New Jersey"	"34"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	43	8711090	0.5
	"New Jersey"	"34"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	18	8711090	Unreliable
	"New Jersey"	"34"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	11	8711090	Unreliable
	"New Jersey"	"34"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	14	8711090	Unreliable
	"New Jersey"	"34"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	11	8755602	Unreliable
	"New Jersey"	"34"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	13	8755602	Unreliable
	"New Jersey"	"34"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	62	8791894	0.7
	"New Jersey"	"34"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	80	8791894	0.9
	"New Jersey"	"34"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	24	8791894	0.3
	"New Jersey"	"34"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	20	8791894	0.2
	"New Jersey"	"34"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	33	8791894	0.4
	"New Jersey"	"34"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	30	8791894	0.3
	"New Jersey"	"34"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	78	8791894	0.9
	"New Jersey"	"34"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	17	8791894	Unreliable
	"New Jersey"	"34"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	11	8791894	Unreliable
	"New Jersey"	"34"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	15	8791894	Unreliable
	"New Jersey"	"34"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	11	8791894	Unreliable
	"New Jersey"	"34"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	97	8821155	1.1
	"New Jersey"	"34"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	92	8821155	1.0
	"New Jersey"	"34"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	30	8821155	0.3
	"New Jersey"	"34"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	11	8821155	Unreliable
	"New Jersey"	"34"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	42	8821155	0.5
	"New Jersey"	"34"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	28	8821155	0.3
	"New Jersey"	"34"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	98	8821155	1.1
	"New Jersey"	"34"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	25	8821155	0.3
	"New Jersey"	"34"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	15	8821155	Unreliable
	"New Jersey"	"34"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	20	8821155	0.2
	"New Jersey"	"34"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	228	8864590	2.6
	"New Jersey"	"34"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	80	8864590	0.9
	"New Jersey"	"34"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	26	8864590	0.3
	"New Jersey"	"34"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	17	8864590	Unreliable
	"New Jersey"	"34"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	29	8864590	0.3
	"New Jersey"	"34"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	73	8864590	0.8
	"New Jersey"	"34"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	108	8864590	1.2
	"New Jersey"	"34"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	40	8864590	0.5
	"New Jersey"	"34"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	13	8864590	Unreliable
	"New Jersey"	"34"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	10	8864590	Unreliable
	"New Jersey"	"34"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	15	8864590	Unreliable
	"New Jersey"	"34"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	266	8899339	3.0
	"New Jersey"	"34"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	98	8899339	1.1
	"New Jersey"	"34"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	32	8899339	0.4
	"New Jersey"	"34"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	18	8899339	Unreliable
	"New Jersey"	"34"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	34	8899339	0.4
	"New Jersey"	"34"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	110	8899339	1.2
	"New Jersey"	"34"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	110	8899339	1.2
	"New Jersey"	"34"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	33	8899339	0.4
	"New Jersey"	"34"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	34	8899339	0.4
	"New Jersey"	"34"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	10	8899339	Unreliable
	"New Jersey"	"34"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	14	8899339	Unreliable
	"New Jersey"	"34"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	298	8938175	3.3
	"New Jersey"	"34"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	95	8938175	1.1
	"New Jersey"	"34"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	21	8938175	0.2
	"New Jersey"	"34"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	59	8938175	0.7
	"New Jersey"	"34"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	26	8938175	0.3
	"New Jersey"	"34"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	122	8938175	1.4
	"New Jersey"	"34"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	111	8938175	1.2
	"New Jersey"	"34"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	29	8938175	0.3
	"New Jersey"	"34"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	43	8938175	0.5
	"New Jersey"	"34"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	13	8938175	Unreliable
	"New Jersey"	"34"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	17	8938175	Unreliable
	"New Mexico"	"35"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	21	1808082	1.2
	"New Mexico"	"35"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	79	1808082	4.4
	"New Mexico"	"35"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	19	1808082	Unreliable
	"New Mexico"	"35"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	11	1808082	Unreliable
	"New Mexico"	"35"	"1999"	"1999"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	27	1808082	1.5
	"New Mexico"	"35"	"1999"	"1999"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	11	1808082	Unreliable
	"New Mexico"	"35"	"1999"	"1999"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	12	1808082	Unreliable
	"New Mexico"	"35"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	32	1819046	1.8
	"New Mexico"	"35"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	61	1819046	3.4
	"New Mexico"	"35"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	14	1819046	Unreliable
	"New Mexico"	"35"	"2000"	"2000"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	28	1819046	1.5
	"New Mexico"	"35"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	21	1831690	1.1
	"New Mexico"	"35"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	62	1831690	3.4
	"New Mexico"	"35"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	13	1831690	Unreliable
	"New Mexico"	"35"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	17	1831690	Unreliable
	"New Mexico"	"35"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	14	1831690	Unreliable
	"New Mexico"	"35"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	22	1855309	1.2
	"New Mexico"	"35"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	97	1855309	5.2
	"New Mexico"	"35"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	17	1855309	Unreliable
	"New Mexico"	"35"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	27	1855309	1.5
	"New Mexico"	"35"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	11	1855309	Unreliable
	"New Mexico"	"35"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	10	1855309	Unreliable
	"New Mexico"	"35"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	24	1877574	1.3
	"New Mexico"	"35"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	101	1877574	5.4
	"New Mexico"	"35"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	24	1877574	1.3
	"New Mexico"	"35"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	21	1877574	1.1
	"New Mexico"	"35"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	32	1877574	1.7
	"New Mexico"	"35"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	30	1903808	1.6
	"New Mexico"	"35"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	64	1903808	3.4
	"New Mexico"	"35"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	32	1903808	1.7
	"New Mexico"	"35"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	11	1903808	Unreliable
	"New Mexico"	"35"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	19	1903808	Unreliable
	"New Mexico"	"35"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	10	1903808	Unreliable
	"New Mexico"	"35"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	36	1932274	1.9
	"New Mexico"	"35"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	87	1932274	4.5
	"New Mexico"	"35"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	17	1932274	Unreliable
	"New Mexico"	"35"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	32	1932274	1.7
